RowID,State,CoC Name,CoC ID,HUD CoC Number,Year,Organization Name,Program Name,Program Type,Bed Type,Geo Code,Inventory Type,Target Population A,Target Population B,Mc Kinney-Vento,Beds for Households With Children,Units for Households With Children,Beds for Households Without Children,Beds for Households With Only Children,Total Year Round Beds,Chronically Homeless Beds,HMIS Beds for Households With Children,HMIS Beds for Households Without Children,HMIS Beds for Households With Only Children,Domestic Violence Beds,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow and Voucher Beds,HMIS Overflow and Voucher Beds,PIT Count,Total Beds
121534,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Lighthouse of Hope,Lighthouse of Hope,TH,F,451620,C,SMF+HC,NA,FALSE,17,4,17,,34,,,,,,,,,,,,17,34
121549,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Myrtle Beach Housing Authority (MBHA),Shelter Plus Care,PSH,,459051,C,SMF+HC,,TRUE,56,22,23,,79,3,56,23,,,,,,,,,114,79
121550,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Myrtle Beach Housing Authority (MBHA),Supportive Housing,PSH,,459043,C,SMF+HC,,TRUE,8,2,3,,11,0,8,3,,,,,,,,,11,11
121557,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Myrtle Beach Housing Authority (MBHA),VASH-1,PSH,,459051,C,SMF+HC,,TRUE,25,10,50,,75,9,25,50,,,,,,,,,67,75
121558,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Myrtle Beach Housing Authority (MBHA),VASH-2,PSH,,459051,U,SMF+HC,,TRUE,10,4,11,,21,5,,,,,,,,,,,,21
121542,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,New Life House,New Life House,TH,F,459051,C,SM,,FALSE,,,9,,9,,,9,,,,,,,,,5,9
121565,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,North Strand Housing Shelter,North Strand Housing Shelter,ES,F,459051,N,SMF,,FALSE,,,16,,16,,,16,,,,,,,,,15,16
121520,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,PDCAA Transitionlal Shelter,Men's Shelter,TH,F,450534,C,SM,,TRUE,,,14,,14,,,14,,,,,,,,,9,14
121519,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,PDCAA Transitionlal Shelter,Women's Shelter,TH,F,450534,C,SFHC,,TRUE,30,9,0,,30,,30,0,,,,,,,,,25,30
121521,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Pee Dee Against Domestic and Sexual Assault,New Beginnings,ES,F,459069,C,SFHC,DV,FALSE,24,5,0,,24,,,,,24,,,,,,,5,24
121512,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Pee Dee Against Domestic and Sexual Assault,Shelter 1,ES,F,450534,C,SFHC,DV,FALSE,19,6,0,,19,,,,,19,0,0,,,7,,11,26
129601,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Pee Dee Community Action Partnership,Project Helping Hands II,PSH,,450534,U,SMF+HC,,TRUE,16,3,6,,22,2,,,,,,,,,,,,22
121513,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Pee Dee Community Actions Agency Dillon,Dillon ES,ES,F,459033,C,SMF+HC,,TRUE,6,2,5,,11,,6,5,,,0,0,,,5,,3,16
128922,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Pee Dee Mental Health Center,PDMH S+C,PSH,,450534,C,SMF,,TRUE,,,11,,11,11,,11,,,,,,,,,8,11
121514,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Resurrection Restoration,RRCHI ES,TH,F,459041,C,SM,NA,FALSE,,,12,,12,,,12,,,,,,,,,10,12
121515,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Salvation Army,Salvation Army ES,ES,F,450534,C,SMF,,FALSE,,,12,,12,,,12,,,0,0,,,2,,0,14
121535,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Sea Haven Inc.,Project Live,TH,F,459051,C,YMF,,FALSE,7,1,,,7,,7,,,,,,,,,,3,7
129203,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Sea Haven Inc.,Project Live II,TH,F,459051,C,SMF,,FALSE,,,8,,8,,,8,,,,,,,,,8,8
129570,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Street Reach Ministries of Myrtle Beach Inc.,SRM PSH Project,PSH,,459051,U,SMF+HC,,TRUE,31,6,10,0,41,6,,,,,,,,,,,,41
121536,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Street Reach Ministries of Myrtle Beach Inc.,Street Reach Mission,ES,F,459051,C,SMF,,FALSE,,,106,,106,,,106,,,0,0,,,0,,117,106
129519,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Street Reach Ministries of Myrtle Beach Inc.,Street Reach TH,TH,F,459051,C,SMF,,TRUE,,,25,,25,,,25,,,,,,,,,4,25
121537,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Sumter Samaritan House,Samaritan House,ES,F,451620,C,SMF,,FALSE,,,26,,26,,,26,,,0,0,,,0,0,25,26
121516,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,The Naomi Project,Naomi Shelter,TH,F,450534,C,SFHC,DV,FALSE,12,4,0,,12,,,,,12,,,,,,,7,12
121552,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Waccamaw Housing Inc.,Porter Place Apartments I,PSH,,459051,C,SMF,,FALSE,,,12,,12,12,,12,,,,,,,,,12,12
121553,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Waccamaw Housing Inc.,Porter Place Apartments II,PSH,,459051,C,SMF,,FALSE,,,8,,8,8,,8,,,,,,,,,8,8
121545,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Wateree Community Actions Inc.,WCAI Trans-Aid,TH,F,459085,C,HC,,TRUE,28,9,,,28,,28,,,,,,,,,,22,28
121540,SC,Myrtle Beach/Sumter City & County CoC,1016,SC-503,2012,Williamsburg Enterprise Community Commission,WECC Transitional,TH,F,459089,C,SMF+HC,,TRUE,35,4,8,,43,,35,8,,,,,,,,,38,43
125891,SD,South Dakota Statewide CoC,1097,SD-500,2012,Artemis House,Artemis House (Spearfish),ES,F,469081,C,SFHC,DV,TRUE,24,3,0,0,24,,,,,24,0,0,,,4,0,15,28
125925,SD,South Dakota Statewide CoC,1097,SD-500,2012,Behavioral Management Systems,Full Circle,TH,F,469103,C,SF,NA,FALSE,0,0,15,0,15,,0,0,0,,,,,,,,9,15
125924,SD,South Dakota Statewide CoC,1097,SD-500,2012,Behavioral Management Systems,Rapid City Regional Units (Mainstream/Elk Street),TH,V,469103,C,SMF,NA,FALSE,0,0,32,0,32,,0,0,0,,,,,,,,12,32
125926,SD,South Dakota Statewide CoC,1097,SD-500,2012,Berakhah House,Berakhah House,TH,F,469099,C,SMF,HIV,FALSE,0,0,9,0,9,,0,0,0,,,,,,,,8,9
125927,SD,South Dakota Statewide CoC,1097,SD-500,2012,Black Hills Health Care Services/Veteran's Administration,Oglala Sioux Veteran's Transitional Residence,TH,F,469113,C,SMF,VET,FALSE,0,0,12,0,12,,0,0,0,,,,,,,,11,12
125928,SD,South Dakota Statewide CoC,1097,SD-500,2012,Black Hills Health Care Services/Veteran's Administration,Pine Ridge Transitional Residence,TH,F,469113,C,SMF,VET,FALSE,0,0,7,0,7,,0,0,0,,,,,,,,4,7
125933,SD,South Dakota Statewide CoC,1097,SD-500,2012,Black Hills Health Care Services/Veteran's Administration,Rapid City Transitional Residence,TH,F,469103,C,SMF,VET,FALSE,0,0,6,0,6,,0,0,0,,,,,,,,3,6
125932,SD,South Dakota Statewide CoC,1097,SD-500,2012,Black Hills Health Care Services/Veteran's Administration,Sturgis Transitional Residence,TH,F,469093,C,SMF,VET,FALSE,0,0,5,0,5,,0,0,0,,,,,,,,5,5
125931,SD,South Dakota Statewide CoC,1097,SD-500,2012,Black Hills Health Care Services/Veteran's Administration,Warriors Lodge,TH,F,469031,C,SMF,VET,FALSE,0,0,10,0,10,,0,0,0,,,,,,,,7,10
125892,SD,South Dakota Statewide CoC,1097,SD-500,2012,Bridges Against Domestic Violence,Bridges Against Domestic Violence (Mobridge),ES,F,469129,C,SFHC,DV,TRUE,9,2,0,0,9,,,,,9,0,0,,,2,0,0,11
125893,SD,South Dakota Statewide CoC,1097,SD-500,2012,Brookings Domestic Abuse Shelter,Brookings Domestic Abuse Shelter (Brookings),ES,F,469011,C,SFHC,DV,TRUE,16,5,0,0,16,,,,,16,0,0,,,2,0,3,18
125934,SD,South Dakota Statewide CoC,1097,SD-500,2012,CADC,Community Alcohol & Druge Center,TH,F,469035,C,SMF,NA,FALSE,0,0,31,0,31,,0,0,0,,,,,,,,0,31
125936,SD,South Dakota Statewide CoC,1097,SD-500,2012,Carroll Institute,The Arch,TH,F,469099,C,SMF,NA,FALSE,0,0,32,0,32,,0,0,0,,,,,,,,7,32
125895,SD,South Dakota Statewide CoC,1097,SD-500,2012,Children's Inn,Children's Inn (Sioux Falls),ES,F,469099,C,SFHC,DV,TRUE,62,30,0,0,62,,,,,62,0,0,,,6,0,14,68
125896,SD,South Dakota Statewide CoC,1097,SD-500,2012,Communities Against Violence & Abuse,Communities Against Violence & Abuse (Lemmon,ES,F,469105,C,SFHC,DV,TRUE,14,3,0,0,14,,,,,14,0,0,,,5,0,12,19
125958,SD,South Dakota Statewide CoC,1097,SD-500,2012,Community Counseling Services,Bradfield-Leary Center,PSH,,469005,C,SMF,NA,FALSE,0,0,16,0,16,16,0,0,0,,,,,,,,0,16
129458,SD,South Dakota Statewide CoC,1097,SD-500,2012,Community VISN,Women of War - Transitional Housing,TH,F,469019,N,SFHC,VET,FALSE,20,10,0,0,20,,0,0,0,,,,,,,,4,20
125967,SD,South Dakota Statewide CoC,1097,SD-500,2012,Cornerstone Rescue Mission,Cornerstone Apartments,PSH,,469103,N,HC,NA,TRUE,90,24,0,0,90,0,48,0,0,,,,,,,,0,90
125897,SD,South Dakota Statewide CoC,1097,SD-500,2012,Cornerstone Rescue Mission,Cornerstone Rescue Mission (Rapid City),ES,F,461392,C,SM,NA,TRUE,0,0,58,0,58,,0,58,0,,0,0,,,20,0,76,78
129460,SD,South Dakota Statewide CoC,1097,SD-500,2012,Cornerstone Rescue Mission,Veteran's Transitional Housing Program,TH,F,461392,C,SM,VET,FALSE,0,0,60,0,60,,0,60,0,,,,,,,,54,60
125898,SD,South Dakota Statewide CoC,1097,SD-500,2012,Cornerstone Women and Children's House,Cornerstone Women and Children's House (Rapid City),ES,F,469103,C,SFHC,NA,TRUE,30,5,0,,30,,30,0,,,0,0,,,5,,31,35
125899,SD,South Dakota Statewide CoC,1097,SD-500,2012,Crisis Intervention Shelter Services,Crisis Intervention Shelter Services (Sturgis),ES,F,469093,C,SFHC,DV,TRUE,10,7,5,,15,,,,,15,0,0,,,3,,16,18
129129,SD,South Dakota Statewide CoC,1097,SD-500,2012,Domestic Violence Network,Domestic Violence Network,ES,F,469079,C,SFHC,DV,TRUE,9,5,7,0,16,,,,,16,0,0,,,9,,4,25
125900,SD,South Dakota Statewide CoC,1097,SD-500,2012,Family Crisis Center,Family Crisis Center (Redfield),ES,F,469115,C,SFHC,DV,TRUE,5,1,0,,5,,,,,5,0,0,,,0,,2,5
125938,SD,South Dakota Statewide CoC,1097,SD-500,2012,Glory House,Glory House,TH,F,461518,C,SMF,NA,FALSE,0,0,56,0,56,,0,0,0,,,,,,,,15,56
125901,SD,South Dakota Statewide CoC,1097,SD-500,2012,Hand County Sheriff's Office,Miller Crisis Beds,ES,O,469059,C,SMF,NA,FALSE,0,0,2,0,2,,0,0,0,,0,0,,,0,0,0,2
125939,SD,South Dakota Statewide CoC,1097,SD-500,2012,Human Services Agency,Serenity Hills,TH,F,469029,C,SMF,NA,FALSE,0,0,14,0,14,,0,0,0,,,,,,,,9,14
125940,SD,South Dakota Statewide CoC,1097,SD-500,2012,Inter-Lakes Community Action Program,Heartland House I,TH,F,469099,C,HC,NA,TRUE,132,35,0,0,132,,132,0,0,,,,,,,,98,132
125971,SD,South Dakota Statewide CoC,1097,SD-500,2012,Inter-Lakes Community Action Program,HPRP,HPRP,,469099,C,HC,NA,FALSE,107,89,0,0,107,,107,0,0,,,,,,,,4,107
129118,SD,South Dakota Statewide CoC,1097,SD-500,2012,Jan Manolis Family Safe Center,Jan Manolis Family Safe Center,ES,F,469005,C,SFHC,DV,FALSE,5,3,2,0,7,,,,,7,0,0,,,1,0,3,8
125959,SD,South Dakota Statewide CoC,1097,SD-500,2012,Lewis and Clark Behavioral Healthcare,Cedar Village Assisted Living,PSH,,469135,C,SMF,NA,TRUE,0,0,21,0,21,21,0,21,0,,,,,,,,0,21
129461,SD,South Dakota Statewide CoC,1097,SD-500,2012,Lutheran Social Services,Aberdeen Transitional Housing,TH,F,469013,N,SFHC,NA,TRUE,6,3,2,0,8,,6,2,0,,,,,,,,8,8
129463,SD,South Dakota Statewide CoC,1097,SD-500,2012,Lutheran Social Services,Rapid City Transitional Housing,TH,F,461392,N,SFHC,NA,TRUE,15,5,0,0,15,,15,0,0,,,,,,,,15,15
129495,SD,South Dakota Statewide CoC,1097,SD-500,2012,Minnehaha County Human Services,Emergency Relief,ES,V,461518,N,SMF+HC,NA,FALSE,8,4,10,0,18,,0,0,0,,0,0,,,0,0,10,18
125969,SD,South Dakota Statewide CoC,1097,SD-500,2012,Minnehaha County Human Services,HPRP,HPRP,,461518,C,HC,NA,FALSE,90,40,0,0,90,,90,0,0,,,,,,,,11,90
129198,SD,South Dakota Statewide CoC,1097,SD-500,2012,Minnehaha County Human Services,Project Safe,PSH,,461518,N,SMF,NA,FALSE,0,0,33,0,33,33,0,0,0,,,,,,,,0,33
125902,SD,South Dakota Statewide CoC,1097,SD-500,2012,Missouri Shores Domestic Violence Shelter,Missouri Shores Domestic Violence Shelter (Pierre),ES,F,469065,C,SFHC,DV,TRUE,24,12,1,0,25,,,,,25,0,0,,,0,0,19,25
125903,SD,South Dakota Statewide CoC,1097,SD-500,2012,Missouri Valley Crisis Center,Missouri Valley Crisis Center (Chamberlain),ES,F,469015,C,SFHC,DV,FALSE,6,3,0,0,6,,,,,6,0,0,,,0,0,2,6
125904,SD,South Dakota Statewide CoC,1097,SD-500,2012,Mitchell Area Safehouse,Mitchell Area Safehouse,ES,F,469035,C,SFHC,DV,TRUE,30,7,0,0,30,,,,,30,0,0,,,0,,8,30
125905,SD,South Dakota Statewide CoC,1097,SD-500,2012,NACB Women's Lodge,NACB Women's Lodge (Lake Andes),ES,F,469023,C,SFHC,DV,TRUE,13,5,0,0,13,,,,,13,0,0,,,0,,10,13
125907,SD,South Dakota Statewide CoC,1097,SD-500,2012,Pennington County Alcohol and Drug Programs,Cit/County Alcohol and Drug Program,ES,F,469103,C,SMF,,FALSE,0,0,60,0,60,,0,0,0,,0,0,,,0,0,12,60
129189,SD,South Dakota Statewide CoC,1097,SD-500,2012,Pennington County Housing and Redevelopment Commission,HUD-VASH,PSH,,461392,C,SMF+HC,VET,FALSE,22,6,59,0,81,0,,0,0,,,,,,,,0,81
125960,SD,South Dakota Statewide CoC,1097,SD-500,2012,Pennington County Housing and Redevelopment Commission,Shelter + Plus - TBRA,PSH,,469103,C,SMF+HC,NA,TRUE,46,15,96,0,142,25,46,96,0,,,,,,,,0,142
125908,SD,South Dakota Statewide CoC,1097,SD-500,2012,Project Safe,Project Safe (Ft. Thompson),ES,F,469017,C,SFHC,DV,FALSE,10,3,0,0,10,,,,,10,0,0,,,0,,0,10
125909,SD,South Dakota Statewide CoC,1097,SD-500,2012,Sacred Heart Center,Sacred Heart Center,ES,F,469041,C,SFHC,DV,FALSE,18,5,0,0,18,,,,,18,0,0,,,0,,2,18
125910,SD,South Dakota Statewide CoC,1097,SD-500,2012,Safe Harbor,Safe Harbor (Aberdeen),ES,F,469013,C,SFHC,DV,TRUE,16,5,0,0,16,,,,,16,0,0,,,1,,6,17
129432,SD,South Dakota Statewide CoC,1097,SD-500,2012,Salvation Army,SA Transitional Housing,TH,F,461518,C,SMF,NA,FALSE,0,0,5,0,5,,0,0,0,,,,,,,,5,5
125962,SD,South Dakota Statewide CoC,1097,SD-500,2012,Sioux Falls Housing and Redevelopment Commission,HUD VASH,PSH,,469099,C,SMF+HC,NA,TRUE,22,6,59,0,81,33,22,59,0,,,,,,,,0,81
125961,SD,South Dakota Statewide CoC,1097,SD-500,2012,Sioux Falls Housing and Redevelopment Commission,Shelter + Plus - TBRA,PSH,,469099,C,SMF+HC,NA,TRUE,10,5,48,0,58,3,10,48,0,,,,,,,,0,58
125945,SD,South Dakota Statewide CoC,1097,SD-500,2012,Sioux Falls Veteran's Administration Medical Center,Compensated Work Therapy Program,TH,F,461518,C,SM,VET,FALSE,0,0,4,0,4,,0,0,0,,,,,,,,0,4
125963,SD,South Dakota Statewide CoC,1097,SD-500,2012,Southern Plains Behavioral Health,Presidential Squares,PSH,,469123,C,SMF,NA,FALSE,0,0,8,0,8,8,0,0,0,,,,,,,,0,8
125911,SD,South Dakota Statewide CoC,1097,SD-500,2012,Spotted Tail Crisis Center,Spotted Tail Crisis Center (Rosebud),ES,F,469121,C,YMF,,FALSE,0,0,0,6,6,,0,0,0,,0,0,,,0,0,3,6
125912,SD,South Dakota Statewide CoC,1097,SD-500,2012,St. Francis House,St. Francis House (Sioux Falls),ES,F,461518,C,SMF+HC,,TRUE,31,7,46,0,77,,31,46,0,,0,0,,,1,0,67,78
125946,SD,South Dakota Statewide CoC,1097,SD-500,2012,St. Francis House,St. Francis House HOPE Program,TH,F,461518,C,SM,NA,TRUE,0,0,7,0,7,,0,7,0,,,,,,,,7,7
125947,SD,South Dakota Statewide CoC,1097,SD-500,2012,Stepping Stones Independent Living Program,Stepping Stones Independent Living Program,TH,F,469103,C,YMF,NA,FALSE,0,0,0,12,12,,0,0,0,,,,,,,,0,12
125964,SD,South Dakota Statewide CoC,1097,SD-500,2012,Tri-State HELP,HOPWA-TBRA,PSH,,461518,C,SMF+HC,HIV,FALSE,57,15,27,0,84,0,57,27,,,,,,,,,0,84
125913,SD,South Dakota Statewide CoC,1097,SD-500,2012,Union Gospel Mission,Union Gospel Mission,ES,F,469093,C,SMF,,FALSE,48,12,70,0,118,,0,0,0,,0,0,,,0,0,67,118
129119,SD,South Dakota Statewide CoC,1097,SD-500,2012,VA BHHCS - Hot Springs,VA BHHCS - Hot Springs,ES,F,469047,C,SMF,VET,FALSE,0,0,50,0,50,,0,0,0,,0,0,,,0,0,47,50
125948,SD,South Dakota Statewide CoC,1097,SD-500,2012,Volunteers of America,Heisler Center for Adolescent Treatment,ES,F,469099,C,YMF,,TRUE,0,0,,32,32,,,,32,,0,0,,,0,0,14,32
125966,SD,South Dakota Statewide CoC,1097,SD-500,2012,Volunteers of America,HPRP Assistance,HPRP,,461392,C,HC,NA,FALSE,26,8,0,0,26,,26,0,0,,,,,,,,2,26
125949,SD,South Dakota Statewide CoC,1097,SD-500,2012,Volunteers of America,Independent Living Preparation Program,TH,F,461518,C,YM,NA,FALSE,0,0,0,24,24,,0,0,0,,,,,,,,0,24
125951,SD,South Dakota Statewide CoC,1097,SD-500,2012,Volunteers of America,New Start Residential Treatment Program,TH,F,461518,C,SF,NA,FALSE,12,7,0,0,12,,0,0,0,,,,,,,,0,12
125950,SD,South Dakota Statewide CoC,1097,SD-500,2012,Volunteers of America,Transitional Housing Program,TH,F,461518,C,YMF,NA,FALSE,0,0,0,9,9,,0,,0,,,,,,,,0,9
125953,SD,South Dakota Statewide CoC,1097,SD-500,2012,Volunteers of America,West Farm,TH,F,469099,C,YM,NA,FALSE,0,0,0,15,15,,0,0,7,,,,,,,,0,15
125918,SD,South Dakota Statewide CoC,1097,SD-500,2012,Watertown Resource Center,Women's Resource Center,ES,F,469029,C,SFHC,DV,TRUE,14,6,6,0,20,,,,,20,0,0,,,0,0,14,20
125915,SD,South Dakota Statewide CoC,1097,SD-500,2012,Wholeness Center,Wholeness Center (Flandreau),ES,F,469101,C,SFHC,DV,TRUE,8,3,0,0,8,,,,,8,0,0,,,3,0,0,11
125916,SD,South Dakota Statewide CoC,1097,SD-500,2012,Women Escaping a Violent Environment,Women Escaping a Violent Environment (Custer),ES,F,469033,C,SFHC,DV,TRUE,18,5,4,0,22,,,,,22,0,0,,,6,0,24,28
125917,SD,South Dakota Statewide CoC,1097,SD-500,2012,Women's Circle,Women's Circle,ES,F,469109,C,SFHC,DV,FALSE,11,3,0,0,11,,,,,11,0,0,,,0,0,4,11
125919,SD,South Dakota Statewide CoC,1097,SD-500,2012,Working Against Violence Inc.,Working Against Violence Inc.,ES,F,469103,C,SFHC,DV,TRUE,35,13,0,0,35,,,,,35,0,0,,,12,0,16,47
125920,SD,South Dakota Statewide CoC,1097,SD-500,2012,Yankton Homeless Shelter,Yankton Homeless Shelter,ES,F,469135,C,SMF+HC,,TRUE,4,1,3,0,7,,4,3,0,,0,0,,,0,0,1,7
125921,SD,South Dakota Statewide CoC,1097,SD-500,2012,Yankton Sioux Tribe,Yankton Sioux Tribe Homeless Shelter,ES,F,469023,C,SMF,,FALSE,0,0,20,0,20,,,0,0,,0,0,,,0,0,4,20
125955,SD,South Dakota Statewide CoC,1097,SD-500,2012,Yankton Women and Children's Center,Yankton Women and Children's Center,ES,F,469135,C,SFHC,DV,TRUE,22,20,0,0,22,,,,,22,0,0,,,4,,7,26
125956,SD,South Dakota Statewide CoC,1097,SD-500,2012,YWCA,YWCA Transitional Housing,TH,F,469005,C,SFHC,NA,TRUE,2,1,0,,2,,0,0,,,,,,,,,0,2
125923,SD,South Dakota Statewide CoC,1097,SD-500,2012,YWCA Family Violence Programs,YWCA Family Violence Shelter,ES,F,469005,C,SFHC,DV,TRUE,6,1,2,0,8,,,,,8,0,0,,,1,0,1,9
108032,TN,Appalachian Regional CoC,1034,TN-509,2012,A Safe Harbor Home,asafeharborhome,PSH,,470954,N,SFHC,DV,TRUE,36,14,0,,36,3,,,,36,,,,,,,12,36
108004,TN,Appalachian Regional CoC,1034,TN-509,2012,Abuse Alternatives,Abuse Alternatives,ES,O,470228,C,SFHC,DV,TRUE,15,15,15,,30,,,,,30,0,0,,,,,13,30
108035,TN,Appalachian Regional CoC,1034,TN-509,2012,Appalachian Regional Coalition on Homelessness,GPD,TH,F,470990,C,SMF,VET,FALSE,0,,15,,15,,,15,,,,,,,,,15,15
108016,TN,Appalachian Regional CoC,1034,TN-509,2012,Catholic Charities,Catholic Charities,TH,V,479179,C,HC,NA,TRUE,36,10,,,36,,36,,,,,,,,,,36,36
108005,TN,Appalachian Regional CoC,1034,TN-509,2012,CHIPS,CHIPS,ES,O,479171,C,SFHC,DV,FALSE,27,9,9,,36,,,,,36,0,0,,,,,0,36
108017,TN,Appalachian Regional CoC,1034,TN-509,2012,Fairview Housing,Manna House,TH,F,470954,C,SM,NA,TRUE,,,21,,21,,,21,,,,,,,,,18,21
108006,TN,Appalachian Regional CoC,1034,TN-509,2012,Haven of Rest,Haven of Rest,ES,F,470228,C,SMF+HC,NA,FALSE,6,2,40,,46,,0,0,,,,,,,,,35,46
108007,TN,Appalachian Regional CoC,1034,TN-509,2012,Hope Haven,Hope Haven,ES,F,470990,C,SMF,NA,FALSE,,,22,,22,,,0,,,0,0,,,,,12,22
108030,TN,Appalachian Regional CoC,1034,TN-509,2012,Horizon Community Development corporation,Hartland,PSH,,470954,C,SM,VET,FALSE,,,9,,9,9,,9,,,,,,,,,9,9
108031,TN,Appalachian Regional CoC,1034,TN-509,2012,Horizon Community Development corporation,Unaka,PSH,,470924,N,SM,VET,FALSE,,,8,,8,8,,8,,,,,,,,,8,8
108029,TN,Appalachian Regional CoC,1034,TN-509,2012,IHN Kingsport - Permanent Housing,IHN KPT - PH,PSH,,470990,N,HC,NA,TRUE,12,4,,,12,1,12,,,,,,,,,,0,12
108008,TN,Appalachian Regional CoC,1034,TN-509,2012,IHN of Johnson City,Interfaith Hospitality Network,ES,F,470954,C,HC,NA,TRUE,21,7,,,21,,21,,,,0,0,,,,,7,21
108009,TN,Appalachian Regional CoC,1034,TN-509,2012,IHN of Kingsport,Interfaith Hospitality Network,ES,O,470990,C,HC,NA,TRUE,14,1,,,14,,14,,,,0,0,,,,,14,14
108033,TN,Appalachian Regional CoC,1034,TN-509,2012,Johnson City Housing Authority,VASH,PSH,,470954,C,SMF,VET,FALSE,,,120,,120,120,,0,,,,,,,,,82,120
108022,TN,Appalachian Regional CoC,1034,TN-509,2012,Kingsport Housing and Redevelopment Authority,KHRA - Shelter plus Care I,PSH,,470990,C,SMF,NA,TRUE,,,99,,99,99,,99,,,,,,,,,99,99
108025,TN,Appalachian Regional CoC,1034,TN-509,2012,Kingsport Housing and Redevelopment Authority,KHRA - SNAPS Family Leasing,PSH,,470990,C,HC,NA,TRUE,27,9,,,27,0,27,,,,,,,,,,27,27
108026,TN,Appalachian Regional CoC,1034,TN-509,2012,Kingsport Housing and Redevelopment Authority,KHRA - SNAPS I CH Individuals,PSH,,470990,C,SMF,NA,TRUE,,,8,,8,8,,8,,,,,,,,,8,8
108027,TN,Appalachian Regional CoC,1034,TN-509,2012,Kingsport Housing and Redevelopment Authority,KHRA - SNAPS II - CH Individuals,PSH,,470990,C,SMF,NA,TRUE,,,4,,4,4,,4,,,,,,,,,4,4
108028,TN,Appalachian Regional CoC,1034,TN-509,2012,Kingsport Housing and Redevelopment Authority,KHRA- SNAPS III - Bonus Project,PSH,,470990,C,SMF,NA,TRUE,,,4,,4,4,,4,,,,,,,,,4,4
108010,TN,Appalachian Regional CoC,1034,TN-509,2012,Link House,Frontier Health,ES,F,470990,C,YMF,NA,FALSE,15,1,,,15,,0,,,,0,0,,,,,15,15
108011,TN,Appalachian Regional CoC,1034,TN-509,2012,Safe House,Safe House,ES,F,470990,C,SFHC,DV,FALSE,12,1,0,,12,,,,,12,0,0,,,,,8,12
108012,TN,Appalachian Regional CoC,1034,TN-509,2012,Safe Passage,Safe Passage,ES,F,470954,C,SFHC,DV,TRUE,16,1,0,,16,,,,,16,0,0,,,,,14,16
108013,TN,Appalachian Regional CoC,1034,TN-509,2012,Salvation Army - Bristol,Salvation Army - Bristol,ES,F,470228,C,SMF,NA,TRUE,,,36,,36,,,36,,,0,0,,,,,32,36
108019,TN,Appalachian Regional CoC,1034,TN-509,2012,Salvation Army - Johnson City,Crossover Annex - Salvation Army Johnson City,TH,F,470954,C,SMF,NA,TRUE,,,24,,24,,,24,,,,,,,,,17,24
108014,TN,Appalachian Regional CoC,1034,TN-509,2012,Salvation Army - Johnson City,Salvation Army - Johnson City,ES,F,470954,C,SMF,NA,TRUE,,,18,,18,,,18,,,0,0,,,,,14,18
108015,TN,Appalachian Regional CoC,1034,TN-509,2012,Salvation Army - Kingsport,Salvation Army - Kingsport,ES,F,470990,C,SMF,NA,TRUE,,,27,,27,,,27,,,0,0,,,,,24,27
108034,TN,Appalachian Regional CoC,1034,TN-509,2012,Salvation Army Johnson City,GPD,TH,F,470954,C,SMF,VET,FALSE,,,18,,18,,,18,,,,,,,,,12,18
119254,TN,Appalachian Regional CoC,1034,TN-509,2012,Shepherd's Inn,Shepherd's Inn,ES,O,479091,N,SFHC,DV,TRUE,10,1,,,10,,,,,10,,,,,,,3,10
119256,TN,Appalachian Regional CoC,1034,TN-509,2012,VA Domicillary,VA Domicillary,ES,F,470954,N,SMF,VET,FALSE,,,50,,50,,,0,,,,,,,,,34,50
